"Downloaded on",03/04/2025,"18:45:05 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%5B%22113%22%5D%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 1930",https://www.congress.gov/bill/113th-congress/senate-bill/1930,"113th Congress (2013-2014)","A bill to repeal the annual adjustment of retired pay and retainer pay amounts for retired members of the Armed Forces under age 62, and for other purposes.","Paul, Rand [Sen.-R-KY] (Introduced 01/15/2014)",Republican,01/15/2014,"Senate - Armed Services","Read twice and referred to the Committee on Armed Services.",01/15/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Armed Forces and National Security",Asia,"Budget deficits and national debt","Congressional oversight","Criminal investigation, prosecution, interrogation","Diplomacy, foreign officials, Americans abroad",Egypt,"Foreign aid and international relief","Foreign loans and debt","Forests, forestry, trees","Government studies and investigations","Inflation and prices","International organizations and cooperation","Land transfers",Libya,"Middle East","Military assistance, sales, and agreements",Pakistan,"Sovereignty, recognition, national governance and status",Terrorism,"Veterans' pensions and compensation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,H.R.1017,H.R.3787,H.R.3788,H.R.3790,H.R.3792,H.R.3793,H.R.3794,H.R.3797,H.R.3798,H.R.3801,H.R.3804,H.R.3807,H.R.4134,S.1844,S.1856,S.1869,S.1931,S.1950,S.1963,S.1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"04/02/2013 Referred to the Subcommittee on Conservation, Energy, and Forestry.","01/28/2014 Referred to the Subcommittee on Disability Assistance and Memorial Affairs.","01/24/2014 Referred to the Subcommittee on Military Personnel.","06/20/2014 Referred to the Subcommittee on Military Personnel.","12/17/2013 Read twice and referred to the Committee on Finance.","12/18/2013 Read twice and referred to the Committee on Armed Services.","12/19/2013 Read twice and referred to the Committee on Finance.","01/16/2014 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 296.","02/04/2014 Motion to proceed to consideration of measure withdrawn in Senate. (consideration: CR S736)","02/12/2014 Returned to the Calendar. Calendar No. 298.","02/03/2014 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 300.",,,,,,,,,,,,,,,,,,,,,,,," <p>Uphold Our Promise to Veterans Act - Repeals the provision of the Bipartisan Budget Act of 2013 that reduces the cost-of-living adjustment to the retirement pay of members of the Armed Forces under age 62.</p> <p>Suspends&nbsp;delivery of defense articles and services&nbsp;to the Government of Egypt until democratic elections and a peaceful transfer of power have taken place. Prohibits assistance&nbsp;to the Governments of Libya and Pakistan and to&nbsp;any country where a U.S.&nbsp;diplomatic facility&nbsp;has been attacked until the President certifies to Congress that such country has cooperated with investigations into such attack and have taken steps to prevent any future attack. </p> <p>Authorizes the sale of 8% of federal land managed by the Bureau of Land Management (BLM) and 8% of National Forest System land.&nbsp; Requires proceeds from the sale of such land to be used to reduce the annual federal budget deficit or the outstanding national debt. Terminates the authority for the sale of such lands when sales proceeds equal $3.5 million or at the end of FY2024, whichever occurs first.</p>",,,,,,
"S. 1928",https://www.congress.gov/bill/113th-congress/senate-bill/1928,"113th Congress (2013-2014)","A bill to require the Government Accountability Office to study the expenses incurred by the Pentagon to meet its renewable energy  and energy efficiency mandates.","Risch, James E. [Sen.-R-ID] (Introduced 01/15/2014)",Republican,01/15/2014,"Senate - Armed Services","Read twice and referred to the Committee on Armed Services.",01/15/2014,"Inhofe, James M. [Sen.-R-OK]","Enzi, Michael B. [Sen.-R-WY]","Roberts, Pat [Sen.-R-KS]","Crapo, Mike [Sen.-R-ID]","Murkowski, Lisa [Sen.-R-AK]","Chambliss, Saxby [Sen.-R-GA]","Coburn, Tom [Sen.-R-OK]","Flake, Jeff [Sen.-R-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Alternative and renewable resources","Armed Forces and National Security","Congressional oversight","Energy prices","Energy research","Energy storage, supplies, demand","Government studies and investigations","Military facilities and property","Military procurement, research, weapons development","Research and development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Requires the Comptroller General (GAO) to: (1) review Department of Defense (DOD) programs and organizations related to, and resourcing of, renewable energy research, development, and investment in pursuit of meeting mandated renewable energy goals for DOD facilities; (2) specify programs, costs, and estimated and expected savings; and (3) report to Congress with descriptions of current renewable energy initiatives and resulting savings, assessments of coordination and challenges, and recommendations regarding the need for a new DOD energy strategy.</p>",,,,,,
"S. 1925",https://www.congress.gov/bill/113th-congress/senate-bill/1925,"113th Congress (2013-2014)","Driver Privacy Act","Hoeven, John [Sen.-R-ND] (Introduced 01/14/2014)",Republican,01/14/2014,"Senate - Commerce, Science, and Transportation","Placed on Senate Legislative Calendar under General Orders. Calendar No. 563.",09/15/2014,"Portman, Rob [Sen.-R-OH]","Hirono, Mazie K. [Sen.-D-HI]","King, Angus S., Jr. [Sen.-I-ME]","Barrasso, John [Sen.-R-WY]","Enzi, Michael B. [Sen.-R-WY]","Tester, Jon [Sen.-D-MT]","Boozman, John [Sen.-R-AR]","Heller, Dean [Sen.-R-NV]","Markey, Edward J. [Sen.-D-MA]","Pryor, Mark L. [Sen.-D-AR]","Hatch, Orrin G. [Sen.-R-UT]","Wyden, Ron [Sen.-D-OR]","Chambliss, Saxby [Sen.-R-GA]","Thune, John [Sen.-R-SD]","Isakson, Johnny [Sen.-R-GA]","Klobuchar, Amy [Sen.-D-MN]","Begich, Mark [Sen.-D-AK]","Johanns, Mike [Sen.-R-NE]","Bennet, Michael F. [Sen.-D-CO]","Franken, Al [Sen.-D-MN]","Coons, Christopher A. [Sen.-D-DE]","Manchin, Joe, III [Sen.-D-WV]","Kirk, Mark Steven [Sen.-R-IL]","Blunt, Roy [Sen.-R-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,"Administrative law and regulatory procedures","Congressional oversight","Department of Transportation","Government studies and investigations","Motor vehicles","Right of privacy","Transportation and Public Works","Transportation safety and security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Driver Privacy Act - Declares that any data retained by a motor vehicle's event data recorder (as defined in Department of Transportation [DOT] regulations) is the property of the owner or lessee of the motor vehicle in which the recorder is installed, regardless of when the vehicle was manufactured.</p> <p>Prohibits a person, other than the owner or lessee of the motor vehicle, from accessing data recorded or transmitted by such a recorder unless: (1) a court or other judicial or administrative authority authorizes the retrieval of such data subject to admissibility of evidence standards; (2) an owner or lessee provides written or electronic consent to such retrieval for any purpose, including vehicle diagnosis, service, or repair; (3) the data is retrieved pursuant to certain authorized investigations or inspections of the National Transportation Safety Board (NTSB) or DOT; (4) the data is retrieved to determine the appropriate emergency medical response to a motor vehicle crash; or (5) the data is retrieved for traffic safety research.</p> <p>Prohibits, when data is retrieved in connection with traffic safety research or an NTSB or DOT investigation or inspection, the disclosure of: (1) personally identifiable information of the vehicle owner or lessee, and (2) the vehicle identification number (VIN). Provides an exemption from such prohibition to allow disclosure of VINs to certifying manufacturers. </p> <p>Directs the National Highway Traffic Safety Administration (NHTSA), after completing a study and submitting a report to Congress, to promulgate regulations concerning the amount of time event data recorders installed in passenger motor vehicles should capture and record vehicle-related data in conjunction with an event in order to provide sufficient information to investigate the cause of crashes.</p>",,,,,,
"S. 1924",https://www.congress.gov/bill/113th-congress/senate-bill/1924,"113th Congress (2013-2014)","A bill to require a report on INF Treaty compliance information sharing.","Risch, James E. [Sen.-R-ID] (Introduced 01/14/2014)",Republican,01/14/2014,"Senate - Foreign Relations","Read twice and referred to the Committee on Foreign Relations.",01/14/2014,"Inhofe, James M. [Sen.-R-OK]","Roberts, Pat [Sen.-R-KS]","Sessions, Jeff [Sen.-R-AL]","Crapo, Mike [Sen.-R-ID]","Cornyn, John [Sen.-R-TX]","Murkowski, Lisa [Sen.-R-AK]","Chambliss, Saxby [Sen.-R-GA]","Vitter, David [Sen.-R-LA]","Wicker, Roger F. [Sen.-R-MS]","Johanns, Mike [Sen.-R-NE]","Ayotte, Kelly [Sen.-R-NH]","Blunt, Roy [Sen.-R-MO]","Johnson, Ron [Sen.-R-WI]","Moran, Jerry [Sen.-R-KS]","Rubio, Marco [Sen.-R-FL]","Fischer, Deb [Sen.-R-NE]","Barrasso, John [Sen.-R-WY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,Alliances,"Arms control and nonproliferation","Congressional oversight",Europe,"Intelligence activities, surveillance, classified information","International Affairs","International law and treaties","Nuclear weapons",Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Directs the Secretary of State, in coordination with the Secretary of Defense (DOD) and the Director of National Intelligence, to report to Congress regarding information and intelligence sharing with North Atlantic Treaty Organization (NATO) and NATO countries on compliance issues related to the Treaty Between the United States of America and the Union of Soviet Socialist Republics on the Elimination of their Intermediate-Range and Shorter-Range Missiles (INF Treaty).</p>",,,,,,
"S. 1922",https://www.congress.gov/bill/113th-congress/senate-bill/1922,"113th Congress (2013-2014)","A bill to amend the Food and Nutrition Act of 2008 to prevent the illegal trafficking of supplemental nutrition assistance program benefits by requiring all program beneficiaries to show valid photo identification when purchasing items with program benefits.","Vitter, David [Sen.-R-LA] (Introduced 01/14/2014)",Republican,01/14/2014,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",01/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Administrative remedies","Agriculture and Food","Food assistance and relief","Fraud offenses and financial crimes","Poverty and welfare assistance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Food Stamp Fraud Prevention and Accountability Act - Amends the Food and Nutrition Act of 2008 to disqualify from the supplemental nutrition assistance program (formerly known as the food stamp program) any person who has been found by a state or federal court or administrative agency hearing to have intentionally used an electronic benefit transfer (EBT) card that was issued to a household of which the person is not a member.</p> <p>Requires a state agency, if it elects not to require an EBT card to contain a photograph of one or more household members, to list on the EBT card the name of each household member who may use the card.</p> <p>Requires a member of a household with such an EBT card to show photographic identification at the point of sale when using the card.</p>",,,,,,
"S. 1921",https://www.congress.gov/bill/113th-congress/senate-bill/1921,"113th Congress (2013-2014)","A bill to require a Federal agency to include language in certain educational and advertising materials indicating that such materials are produced and disseminated at taxpayer expense.","Blunt, Roy [Sen.-R-MO] (Introduced 01/14/2014)",Republican,01/14/2014,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",01/14/2014,"Coburn, Tom [Sen.-R-OK]","Rubio, Marco [Sen.-R-FL]","Johnson, Ron [Sen.-R-WI]","Kirk, Mark Steven [Sen.-R-IL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Government information and archives","Government Operations and Politics","Marketing and advertising","Tax administration and collection, taxpayers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.3308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"02/27/2014 Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Taxpayer Transparency Act of 2013 - Requires each communication funded by a federal agency for advertising or educational purposes to clearly state: (1) in the case of a printed communication, including mass mailings, signs, and billboards, that the communication is printed and published at taxpayer expense; and (2) in the case of a communication transmitted through radio, television, or the Internet, that the communication is produced and disseminated at taxpayer expense. Requires any such printed communication, including e-mails, to be of sufficient size to be clearly readable, to be set apart from the other contents of the communication, and to be printed with a reasonable degree of color contrast between the background and the printed statement. Exempts from such requirements: (1) information in or relating to a solicitation for offers for a federal contract or applications or submissions of a bid or proposal for a federal grant or other means of funding under a federal program; and (2) advertisements for employment opportunities, not including advertising materials developed for use in recruiting and retaining personnel for the Armed Forces. </p>",,,,,,
"S. 1920",https://www.congress.gov/bill/113th-congress/senate-bill/1920,"113th Congress (2013-2014)","A bill to amend the Internal Revenue Code of 1986 to extend and modify the research and development credit to encourage innovation.","Roberts, Pat [Sen.-R-KS] (Introduced 01/14/2014)",Republican,01/14/2014,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/14/2014,"Coons, Christopher A. [Sen.-D-DE]","Enzi, Michael B. [Sen.-R-WY]","Schumer, Charles E. [Sen.-D-NY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Employment taxes","Government trust funds","Income tax credits","Research and development","Small business","Social security and elderly assistance",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,H.R.714,S.193,S.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"04/08/2013 Referred to the Subcommittee on Immigration And Border Security.","01/31/2013 Read twice and referred to the Committee on Finance.","02/13/2013 Read twice and referred to the Committee on Finance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Innovators Job Creation Act - Amends the Internal Revenue Code to: (1) make permanent the tax credit for increasing research activities; (2) allow an offset of such credit&nbsp;against&nbsp;liability for&nbsp;the alternative minimum tax (AMT); (3) make permanent the five-year carryback of research tax credit amounts of certain small businesses; and (4)&nbsp;allow a qualified small business, other than a tax-exempt organization, to use a portion, up to $250,000 in a taxable year,&nbsp;of its tax credit for increasing research expenditures as an offset against its&nbsp;employment tax liability.&nbsp; Defines ""qualified small business"" as a corporation, partnership, or S corporation if the gross receipts of such entity for the taxable year are less than $5 million and such entity did not have gross receipts for any period preceding the 5-year period ending with such taxable year. </p>",,,,,,
"S. 1919",https://www.congress.gov/bill/113th-congress/senate-bill/1919,"113th Congress (2013-2014)","A bill to repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002.","Paul, Rand [Sen.-R-KY] (Introduced 01/14/2014)",Republican,01/14/2014,"Senate - Foreign Relations","Read twice and referred to the Committee on Foreign Relations.",01/14/2014,"Wyden, Ron [Sen.-D-OR]","Tester, Jon [Sen.-D-MT]","Merkley, Jeff [Sen.-D-OR]","Gillibrand, Kirsten E. [Sen.-D-NY]","Lee, Mike [Sen.-R-UT]","Murphy, Christopher [Sen.-D-CT]","Warren, Elizabeth [Sen.-D-MA]","Cruz, Ted [Sen.-R-TX]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Congressional oversight","International Affairs",Iraq,"Middle East","Military operations and strategy","Presidents and presidential powers, Vice Presidents","War and emergency powers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"01/10/2014 Referred to the House Committee on Foreign Affairs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Repeals the Authorization for Use of Military Force Against Iraq Resolution of 2002.</p> <p>Declares that this Act shall not be construed as limiting or prohibiting the President's authority to: (1) provide security for U.S. facilities, military assets, or military or diplomatic personnel located in Iraq; or (2) gather, provide, and share intelligence with the government of Iraq if the President determines it to be in the national security interests of the United States.</p>",,,,,,
"S. 1916",https://www.congress.gov/bill/113th-congress/senate-bill/1916,"113th Congress (2013-2014)","A bill to amend the Dodd-Frank Wall Street Reform and Consumer Protection Act to provide for an application process for interested parties to apply for a county to be designated as a rural area, and for other purposes.","McConnell, Mitch [Sen.-R-KY] (Introduced 01/14/2014)",Republican,01/14/2014,"Senate - Banking, Housing, and Urban Affairs","Committee on Banking, Housing, and Urban Affairs. Hearings held.",09/16/2014,"Paul, Rand [Sen.-R-KY]","Johanns, Mike [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Administrative remedies","Banking and financial institutions regulation","Consumer Financial Protection Bureau","Consumer affairs","Finance and Financial Sector","Rural conditions and development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.2672,H.R.5786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"09/16/2014 Committee on Banking, Housing, and Urban Affairs. Hearings held.","12/03/2014 Referred to the House Committee on Financial Services.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Helping Expand Lending Practices in Rural Communities Act of 2014 or the HELP Rural Communities Act of 2014 - Amends the Dodd-Frank Wall Street Reform and Consumer Protection Act to direct the Consumer Financial Protection Bureau (CFPB) to establish an application process under which a person who lives or does business in a state may apply to have a county designated as a rural area for purposes of a federal consumer financial law.</p> <p>Prescribes criteria for the CFPB to consider when evaluating such an application. </p> <p>Requires the CFPB to enter each such application into a sortable, downloadable database publicly accessible through its website.</p>",,,,,,
"S. 1915",https://www.congress.gov/bill/113th-congress/senate-bill/1915,"113th Congress (2013-2014)","A bill to permit health insurance issuers to offer additional plan options to individuals.","Flake, Jeff [Sen.-R-AZ] (Introduced 01/13/2014)",Republican,01/13/2014,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/13/2014,"Johnson, Ron [Sen.-R-WI]","Ayotte, Kelly [Sen.-R-NH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Comprehensive health care",Health,"Health care costs and insurance","Health care coverage and access","Income tax credits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Removing Limitations on Insurance Effectiveness and Flexibility Act of 2013 or the ReLIEF Act - Allows catastrophic health plans described in the Patient Protection and Affordable Care Act to be considered as providing essential health benefits by removing certain enrollment eligibility restrictions (concerning age and certification of exemption from the Internal Revenue Code requirement to maintain minimum essential coverage).</p> <p>Deems coverage under such a plan to meet the Internal Revenue Code requirement that an individual maintain minimum essential coverage.</p>",,,,,,
