"Downloaded on",03/05/2025,"13:47:57 EST"
"Search URL",https://www.congress.gov/advanced-search?raw=%5B%7B%22op%22%3A%22AND%22%2C%22conditions%22%3A%5B%7B%22op%22%3A%22AND%22%2C%22inputs%22%3A%7B%22source%22%3A%22legislation%22%2C%22field%22%3A%22congress%22%2C%22operator%22%3A%22multi%22%2C%22value%22%3A%5B%22118%22%2C%22117%22%2C%22116%22%5D%7D%7D%5D%7D%2C%7B%22op%22%3A%22AND%22%2C%22conditions%22%3A%5B%7B%22op%22%3A%22AND%22%2C%22inputs%22%3A%7B%22source%22%3A%22legislation%22%2C%22field%22%3A%22chamber%22%2C%22operator%22%3A%22is%22%2C%22value%22%3A%22Senate%22%7D%7D%5D%7D%2C%7B%22op%22%3A%22AND%22%2C%22conditions%22%3A%5B%7B%22op%22%3A%22AND%22%2C%22inputs%22%3A%7B%22source%22%3A%22legislation%22%2C%22field%22%3A%22sponsor-party%22%2C%22operator%22%3A%22is%22%2C%22value%22%3A%22Democratic%22%7D%7D%5D%7D%2C%7B%22op%22%3A%22AND%22%2C%22conditions%22%3A%5B%7B%22op%22%3A%22AND%22%2C%22inputs%22%3A%7B%22source%22%3A%22legislation%22%2C%22field%22%3A%22committee%22%2C%22operator%22%3A%22notContains%22%2C%22value%22%3A%22Health%2C+Education%2C+Labor+and+Pensions%22%7D%7D%5D%7D%2C%7B%22op%22%3A%22AND%22%2C%22conditions%22%3A%5B%7B%22op%22%3A%22AND%22%2C%22inputs%22%3A%7B%22source%22%3A%22legislation%22%2C%22field%22%3A%22committee%22%2C%22operator%22%3A%22notContains%22%2C%22value%22%3A%22Finance%22%7D%7D%5D%7D%5D&q=%7B%22type%22%3A%22bills%22%2C%22congress%22%3A%5B%22117%22%5D%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 4958",https://www.congress.gov/bill/117th-congress/senate-bill/4958,"117th Congress (2021-2022)","Keeping Our Commitment to Ending Veteran Homelessness Act of 2022","Hirono, Mazie K. [Sen.-D-HI] (Introduced 09/27/2022)",Democratic,09/27/2022,"Senate - Veterans' Affairs","Read twice and referred to the Committee on Veterans' Affairs.",09/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.6833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"09/30/2022 Became Public Law No: 117-180.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Keeping Our Commitment to Ending Veteran Homelessness Act of 2022</strong></p> <p>This bill reauthorizes through FY2024 the Supportive Services for Veterans Families program (which provides financial assistance for supportive services for very low-income veteran families in permanent housing or transitioning from homelessness) and the program that provides additional and comprehensive services for homeless veterans at certain locations.</p>",,,,,,
"S. 4951",https://www.congress.gov/bill/117th-congress/senate-bill/4951,"117th Congress (2021-2022)","REMOVE Copays Act","Ossoff, Jon [Sen.-D-GA] (Introduced 09/27/2022)",Democratic,09/27/2022,"Senate - Veterans' Affairs","Read twice and referred to the Committee on Veterans' Affairs.",09/27/2022,"Thune, John [Sen.-R-SD]","Cramer, Kevin [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Armed Forces and National Security","Prescription drugs","Health care costs and insurance","Mental health","Veterans' medical care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.7589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"09/29/2022 Received in the Senate and Read twice and referred to the Committee on Veterans' Affairs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Reduce and Eliminate Mental Health Outpatient Veteran Copays Act or the REMOVE Copays Act</strong></p> <p>This bill prohibits the Department of Veterans Affairs from imposing or collecting any co-payment for a veteran's first three mental health outpatient care visits in a calendar year. However, such prohibition must not apply with respect to the imposition or collection of copayments for medications. </p>",,,,,,
"S. 4949",https://www.congress.gov/bill/117th-congress/senate-bill/4949,"117th Congress (2021-2022)","National Cemeteries Preservation and Protection Act of 2022","Tester, Jon [Sen.-D-MT] (Introduced 09/27/2022)",Democratic,09/27/2022,"Senate - Veterans' Affairs","Became Public Law No: 117-355.",01/05/2023,"Rounds, Mike [Sen.-R-SD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Armed Forces and National Security","Veterans' organizations and recognition","Sex offenses","Land transfers","Indian lands and resources rights","Cemeteries and funerals","Federal-Indian relations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>National Cemeteries Preservation and Protection Act of 2022</b></p> <p>This act addresses the administration and jurisdiction of national cemeteries. </p> <p>Specifically, the act requires the Department of Veterans Affairs (VA) to pay a plot or interment allowance for a veteran if the veteran was buried before March 15, 2022, in a cemetery on trust land owned by, or held in trust for, a tribal organization, and the organization that maintains or operates the cemetery applies for such allowance. Such allowance is only authorized if a plot or interment allowance was not already paid for the burial of such veteran.</p> <p>The act also authorizes the VA to designate green burial sections in national cemeteries (i.e., sections of cemeteries in which the remains of individuals have been prepared for interment in a manner not involving chemicals or embalming fluids and have been interred in a natural manner or completely biodegradable burial receptacle).</p> <p>The act authorizes the Department of the Army to transfer certain lands to the VA to expand the Fort Bliss National Cemetery. </p> <p>In addition, the act authorizes the Department of the Interior to transfer certain land to the VA for the land to be used as a national cemetery. </p> <p>Finally, the act prohibits persons who have committed certain crimes from being interred or memorialized in a cemetery in the National Cemetery Administration or in Arlington National Cemetery.",,,,,,
"S. 4947",https://www.congress.gov/bill/117th-congress/senate-bill/4947,"117th Congress (2021-2022)","Defense EXPORTS Act","Shaheen, Jeanne [Sen.-D-NH] (Introduced 09/22/2022)",Democratic,09/22/2022,"Senate - Foreign Relations","Read twice and referred to the Committee on Foreign Relations.",09/22/2022,"Cornyn, John [Sen.-R-TX]","Cramer, Kevin [Sen.-R-ND]","Fischer, Deb [Sen.-R-NE]","Blumenthal, Richard [Sen.-D-CT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Defense Export Promotion Of Relevant Technology and Supplies Act or the Defense EXPORTS Act</strong></p> <p>This bill provides funding to (1) develop program protection strategies for Department of Defense systems that may be exported, (2) design and incorporate exportability features into such systems during the research and development phases of such systems, and (3) integrate design features that enhance interoperability of such systems with those of friendly foreign countries.</p>",,,,,,
"S. 4946",https://www.congress.gov/bill/117th-congress/senate-bill/4946,"117th Congress (2021-2022)","Payments Modernization Act of 2022","Van Hollen, Chris [Sen.-D-MD] (Introduced 09/22/2022)",Democratic,09/22/2022,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",09/22/2022,"Warren, Elizabeth [Sen.-D-MA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Finance and Financial Sector",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"09/22/2022 Referred to the House Committee on Financial Services.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Payments Modernization Act of 2022</b></p> <p>This bill requires the Federal Reserve Board to create a real-time payment system that allows funds to be available to any end user immediately at any time, including funds deposited at a depository institution.</p>",,,,,,
"S. 4935",https://www.congress.gov/bill/117th-congress/senate-bill/4935,"117th Congress (2021-2022)","More Hasty Response to Firefighting Act of 2022","Manchin, Joe, III [Sen.-D-WV] (Introduced 09/22/2022)",Democratic,09/22/2022,"Senate - Energy and Natural Resources","Committee on Energy and Natural Resources. Hearings held.",09/29/2022,"Barrasso, John [Sen.-R-WY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Public Lands and Natural Resources","Forests, forestry, trees","State and local government operations","First responders and emergency personnel",Fires,"Employment and training programs","Emergency planning and evacuation","Civil actions and liability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>More Hasty Response to Firefighting Act of 2022</strong></p> <p>This bill addresses initial responses to wildfires on certain public lands, including by authorizing certain persons to take aggressive action to put out such a fire and eliminating such a person's liability for that action.</p>",,,,,,
"S. 4933",https://www.congress.gov/bill/117th-congress/senate-bill/4933,"117th Congress (2021-2022)","Puyallup Tribe of Indians Land Into Trust Confirmation Act of 2022","Cantwell, Maria [Sen.-D-WA] (Introduced 09/22/2022)",Democratic,09/22/2022,"Senate - Indian Affairs","Read twice and referred to the Committee on Indian Affairs.",09/22/2022,"Murray, Patty [Sen.-D-WA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Native Americans","Federal-Indian relations","Indian lands and resources rights","Washington State","Land transfers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"09/22/2022 Referred to the House Committee on Natural Resources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Puyallup Tribe of Indians Land Into Trust Confirmation Act of 2022</strong></p> <p>This bill takes approximately 17.264 acres of specified lands in Pierce County, Washington, into trust for the benefit of the Puyallup Tribe of the Puyallup Reservation. Lands taken into trust shall be part of the tribe's reservation.</p>",,,,,,
"S. 4932",https://www.congress.gov/bill/117th-congress/senate-bill/4932,"117th Congress (2021-2022)","American Music Fairness Act","Padilla, Alex [Sen.-D-CA] (Introduced 09/22/2022)",Democratic,09/22/2022,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S4972)",09/22/2022,"Tillis, Thomas [Sen.-R-NC]","Feinstein, Dianne [Sen.-D-CA]","Blackburn, Marsha [Sen.-R-TN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Commerce,"Art, artists, authorship","Broadcasting, cable, digital technologies","Intellectual property","Licensing and registrations",Music,"Small business","Sound recording","Telecommunication rates and fees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"12/30/2022 Placed on the Union Calendar, Calendar No. 509.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>American Music Fairness Act</strong></p> <p>This bill establishes that the copyright holder of a sound recording shall have the exclusive right to perform the sound recording through an audio transmission and addresses other related issues. (Currently, the public performance right only covers performances through a digital audio transmission in certain instances, which means that nonsubscription terrestrial radio stations generally do not have to secure a license to publicly perform a copyright-protected sound recording.)</p> <p>Under the bill, a nonsubscription broadcast transmission must have a license to publicly perform such sound recordings. The Copyright Royalty Board must periodically determine the royalty rates for such a license. When determining the rates, the board must base its decision on certain information presented by the parties, including the radio stations' effect on other streams of revenue related to the sound recordings. </p> <p>Terrestrial broadcast stations (and the owners of such stations) that fall below certain revenue thresholds may pay certain flat fees, instead of the board-established rate, for a license to publicly perform copyright-protected sound recordings.</p>",,,,,,
"S. 4930",https://www.congress.gov/bill/117th-congress/senate-bill/4930,"117th Congress (2021-2022)","Federal Contracting for Peace and Security Act","Peters, Gary C. [Sen.-D-MI] (Introduced 09/22/2022)",Democratic,09/22/2022,"Senate - Homeland Security and Governmental Affairs","Placed on Senate Legislative Calendar under General Orders. Calendar No. 665.",12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Government Operations and Politics","Conflicts and wars",Europe,"Military operations and strategy","Public contracts and procurement",Ukraine,Sanctions,"Sovereignty, recognition, national governance and status","Trade restrictions",Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.7185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"04/06/2022 Ordered to be Reported in the Nature of a Substitute (Amended) by Voice Vote.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Federal Contracting for Peace and Security Act</strong></p> <p>This bill requires executive agencies to terminate their contracts with entities conducting business operations in territory internationally recognized as Russia, with certain exceptions. This requirement ends when Russia takes steps to restore the safety, sovereignty, and condition of Ukraine.</p> ",,,,,,
"S. 4923",https://www.congress.gov/bill/117th-congress/senate-bill/4923,"117th Congress (2021-2022)","BADGES for Native Communities Act","Cortez Masto, Catherine [Sen.-D-NV] (Introduced 09/22/2022)",Democratic,09/22/2022,"Senate - Indian Affairs","Read twice and referred to the Committee on Indian Affairs.",09/22/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Native Americans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.8960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"11/01/2022 Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Bridging Agency Data Gaps and Ensuring Safety for Native Communities Act or the BADGES for Native Communities Act</b></p> <p>This bill revises federal policies and procedures related to information sharing, reporting, and investigating cases of missing, unidentified,&nbsp;or murdered Indians. </p> <p>Among other elements, the bill requires the Department of Justice to (1) establish a grant program for specified entities (e.g., tribes) to implement changes to enhance their responses to missing person cases and death investigations of interest to tribes, and (2) work with the Department of Health and Human Services to ensure that federal training resources and culturally appropriate mental health and wellness programs are available to tribal and Bureau of Indian Affairs (BIA) law enforcement officers experiencing occupational stress. </p>  <p>The Department of the Interior must establish a five-year demonstration program for the purpose of conducting or adjudicating personnel background investigations for applicants for law enforcement positions in the BIA.</p> <p>The bill also requires the Government Accountability Office to conduct specified studies, including a study on the evidence collection, handling, and processing procedures and practices of federal law enforcement agencies.</p>",,,,,,
"S. 4920",https://www.congress.gov/bill/117th-congress/senate-bill/4920,"117th Congress (2021-2022)","Election Worker Protection Act of 2022","Klobuchar, Amy [Sen.-D-MN] (Introduced 09/22/2022)",Democratic,09/22/2022,"Senate - Rules and Administration","Read twice and referred to the Committee on Rules and Administration.",09/22/2022,"Whitehouse, Sheldon [Sen.-D-RI]","Reed, Jack [Sen.-D-RI]","Leahy, Patrick J. [Sen.-D-VT]","Feinstein, Dianne [Sen.-D-CA]","Murray, Patty [Sen.-D-WA]","Durbin, Richard J. [Sen.-D-IL]","Stabenow, Debbie [Sen.-D-MI]","Sanders, Bernard [Sen.-I-VT]","Merkley, Jeff [Sen.-D-OR]","Shaheen, Jeanne [Sen.-D-NH]","Warner, Mark R. [Sen.-D-VA]","Bennet, Michael F. [Sen.-D-CO]","Blumenthal, Richard [Sen.-D-CT]","Hirono, Mazie K. [Sen.-D-HI]","King, Angus S., Jr. [Sen.-I-ME]","Markey, Edward J. [Sen.-D-MA]","Smith, Tina [Sen.-D-MN]","Hickenlooper, John W. [Sen.-D-CO]","Lujan, Ben Ray [Sen.-D-NM]","Padilla, Alex [Sen.-D-CA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Election Worker Protection Act of 2022</b></p> <p>This bill addresses certain protections for election workers. Among other provisions, the bill (1) establishes grants for the recruitment, training, and safety of election workers; and (2) makes it a crime to intimidate, threaten, coerce, or harass an election worker with the intent to interfere with the official duties of, or retaliate against, the worker.</p>",,,,,,
"S. 4916",https://www.congress.gov/bill/117th-congress/senate-bill/4916,"117th Congress (2021-2022)","Runaway and Homeless Youth and Trafficking Prevention Act of 2022","Leahy, Patrick J. [Sen.-D-VT] (Introduced 09/21/2022)",Democratic,09/21/2022,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",09/21/2022,"Duckworth, Tammy [Sen.-D-IL]","Collins, Susan M. [Sen.-R-ME]","Murkowski, Lisa [Sen.-R-AK]","Durbin, Richard J. [Sen.-D-IL]","Booker, Cory A. [Sen.-D-NJ]","Sullivan, Dan [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Families,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.8948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"09/21/2022 Referred to the House Committee on Education and Labor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Runaway and Homeless Youth and Trafficking Prevention Act of 2022</b></p> <p>This bill reauthorizes through FY2027 and expands programs for runaway, homeless, and disconnected youth, including resources and services to support youth victims of human trafficking and youth at risk of being trafficked.</p>",,,,,,
"S. 4913",https://www.congress.gov/bill/117th-congress/senate-bill/4913,"117th Congress (2021-2022)","Securing Open Source Software Act of 2022","Peters, Gary C. [Sen.-D-MI] (Introduced 09/21/2022)",Democratic,09/21/2022,"Senate - Homeland Security and Governmental Affairs","Placed on Senate Legislative Calendar under General Orders. Calendar No. 677.",12/19/2022,"Portman, Rob [Sen.-R-OH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Government Operations and Politics","Government studies and investigations","Government information and archives","Congressional oversight","Computers and information technology","Computer security and identity theft","Advisory bodies","Performance measurement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Securing Open Source Software Act of 2022</strong></p> <p>This bill sets forth the duties of the Cybersecurity and Infrastructure Security Agency (CISA) regarding open source software security. </p> <p><em>Open source software</em> means software for which the human-readable source code is made available to the public for use, study, re-use, modification, enhancement, and re-distribution.</p> <p>Specifically, CISA must</p> <ul> <li>perform outreach and engagement to bolster the security of open source software; </li> <li> support federal efforts to strengthen the security of such software; </li> <li> coordinate with nonfederal entities on efforts to ensure the long-term security of such software; </li> <li> serve as a public point of contact regarding the security of such software for nonfederal entities; and </li> <li> support federal and nonfederal supply chain security efforts by encouraging efforts to bolster open source software security.</li> </ul> <p>CISA must (1) publicly publish a framework, incorporating government, industry, and open source software community frameworks and best practices, for assessing the risk of open source software components; and (2) update the framework at least annually.</p> <p>The bill provides for a critical infrastructure assessment study and pilot assessment.</p> <p>CISA's Cybersecurity Advisory Committee may establish a software security subcommittee, including open source software security.</p> <p>The Office of Management and Budget, in coordination with CISA, the Office of the National Cyber Director, and the General Services Administration, shall issue guidance on the responsibilities of the chief information officers at specified agencies regarding open source software. </p>",,,,,,
